From,To,Weight
3989,7778,1
3989,9819,1
3989,5404,1
3989,3247,2
3989,3989,4
3989,9690,2
3989,8641,1
3989,6715,1
3989,9960,4
3989,2287,5
3989,1790,3
3989,2476,6
3989,3322,21
3989,8011,1
3989,9384,2
3989,2829,1
3989,7859,1
3989,3677,1
3989,5540,2
3989,6862,1
3989,3556,1
3989,76,1
3989,1456,3
3989,2128,1
3989,9087,1
3989,1271,12
3989,567,1
3989,8030,1
3989,1552,1
3989,570,2
3989,4954,3
3989,7912,1
3989,1758,1
3989,799,1
3989,8103,14
3989,4210,2
3989,441,1
3989,1320,3
3989,9988,1
3989,7377,1
3989,5091,1
3989,566,54
3989,5307,3
3989,7611,1
3989,1278,5
3989,2458,1
3989,5438,2
3989,1427,4
3989,9065,2
3989,3611,4
3989,7275,5
3989,7946,1
3989,8115,1
3989,5768,1
3989,758,2
3989,4020,1
3989,494,1
3989,5439,17
3989,1728,1
3990,5164,2
3999,9703,1
3999,6887,2
3999,7294,1
4000,917,1
4000,5888,2
4000,2369,2
4000,5593,1
4001,95,1
4001,7288,1
4001,441,1
4001,566,2
4002,3768,1
5926,4727,1
5926,680,1
5926,9694,1
5926,4241,1
4006,3736,4
4006,1781,1
4006,1452,1
4007,6622,3
4016,7532,1
4016,9696,1
4018,3060,1
4018,5994,1
4018,8650,1
4018,504,1
4018,4913,1
6141,1750,1
4027,5969,2
4028,4862,1
4030,5706,2
4030,5164,1
4030,7350,1
4030,7192,1
4030,10117,1
4032,4093,1
4032,4032,1
4032,1779,2
4032,5983,1
4032,2704,1
4032,9562,1
4032,6504,2
4032,3377,1
4032,9280,1
4032,1915,1
4032,6158,1
4032,3924,2
4032,2775,2
4032,8650,9
4032,8479,2
4033,8736,1
4033,3466,1
4033,9794,1
4033,1252,1
4035,6475,1
4035,4035,2
4035,1370,1
4035,796,1
4035,9168,1
4035,5588,1
4035,10660,2
4035,10673,2
4035,7250,1
4035,1271,1
4035,6654,5
4035,6010,6
4039,9517,1
4039,5572,1
4039,4039,1
4039,4620,3
7211,4334,4
7211,436,1
4041,8185,1
4041,1750,1
4041,5969,3
8013,5827,1
8013,7310,1
8013,8906,2
8013,10753,1
8013,6436,4
8013,5882,1
8013,9874,1
8013,2611,1
8013,2989,1
8013,5000,1
8013,3183,1
8013,9514,1
8013,9970,1
8013,9310,1
8013,2924,1
8013,10266,3
8013,10270,2
8013,6830,1
8013,1365,1
8013,3602,1
8013,7378,1
8013,3573,5
8013,7939,1
8013,269,1
8013,5740,1
4043,4354,2
4043,8747,2
4043,1687,2
2372,1044,1
2372,3026,4
2372,1693,1
2372,677,1
2372,8777,1
2372,8124,1
2372,7535,1
2372,1654,1
2372,1350,1
2372,7613,3
2372,4676,1
2372,4112,12
2372,2509,1
2372,968,1
2372,8657,2
2372,8108,1
2372,10559,1
2372,1672,1
2372,1800,2
2372,7941,2
2372,1842,1
2372,479,1
2372,4643,2
2372,10220,1
2372,5897,1
2372,9638,1
2372,4055,1
2372,3974,2
2372,8677,1
2372,4928,2
2372,359,1
2372,7675,2
2372,10182,1
2372,10364,2
2372,5265,3
2372,814,1
2372,1569,2
2372,8351,1
2372,4184,1
4046,2006,1
4046,2015,1
4046,5099,1
4046,5265,5
4046,504,2
4046,3559,1
4046,820,1
4047,7862,3
4047,6282,1
4049,2581,1
4049,8155,1
4049,4112,1
4051,6102,1
4051,75,1
4051,10225,1
4054,8906,2
4054,4621,2
4054,4476,1
4054,8575,1
4054,8106,2
4054,9922,1
4054,2611,3
4054,5502,1
4054,2202,1
4054,9747,2
4054,7049,2
4054,8920,7
4054,9930,1
4054,3301,1
4054,8065,1
4054,8425,1
4054,4132,6
4054,2805,3
4054,6330,1
4054,8924,1
4054,9053,1
4054,6263,2
4054,2325,1
4054,5536,1
4054,4327,2
4054,10473,2
4054,4509,1
4054,7941,2
4054,1665,14
4054,598,1
4054,4340,2
4054,2999,8
4054,605,1
4054,1850,3
4054,6069,2
4054,1672,1
4054,10033,1
4054,4018,1
4054,2196,1
4054,821,3
4054,3026,2
4054,7483,4
4054,1175,1
4054,7315,2
4054,8650,3
4054,2693,1
4054,3550,2
4054,3377,2
4054,2704,1
4054,3038,2
4054,10519,1
4054,8830,21
4054,3382,1
4054,9840,1
4054,7662,13
4054,2882,1
4054,4054,21
4054,1881,2
4054,612,2
4054,9849,1
4054,1365,1
4054,2227,2
4054,3573,4
4054,2229,1
4054,5202,1
4054,6268,3
4054,10857,1
4054,1380,2
4054,448,1
4054,10375,1
4054,2240,1
4054,4099,3
4054,8357,2
4054,5844,1
4054,7535,1
4054,335,1
4054,7001,1
4054,504,1
4054,5464,2
4054,5966,1
4054,6288,1
4054,3307,2
4054,8708,26
4054,2759,2
4054,1237,1
4054,9562,3
4054,5129,4
4054,2411,1
4054,7212,2
4054,10575,1
4054,3609,1
4054,6148,1
4054,10234,1
4054,6844,31
4054,9414,14
4055,180,1
4055,5994,1
4055,1129,1
4055,2775,1
4055,1619,2
4055,4862,5
4055,8744,3
4055,3462,1
4055,3463,4
4055,388,1
4055,2960,3
4055,6288,5
4055,3301,2
4055,2805,1
4055,1955,7
4055,7937,1
4055,9608,2
4055,9948,1
4055,1645,1
4055,1950,1
4055,8771,14
4055,6768,5
4055,7266,1
4055,232,1
4055,7433,1
4055,5265,34
4055,4858,1
4055,10298,1
4055,8288,1
4055,5817,6
4055,10473,2
4055,63,1
4055,8955,2
4055,7941,2
4055,1665,3
4055,598,2
4055,3175,1
4055,1513,7
4055,4171,6
4055,2999,1
4055,605,1
4055,3338,1
4055,5331,1
4055,299,7
4055,625,1
4055,10156,1
4055,3708,1
4055,8650,5
4055,7652,1
4055,2867,6
4055,2702,5
4055,2704,6
4055,7661,3
4055,7515,2
4055,3569,1
4055,2713,1
4055,7507,2
4055,5164,1
4055,6787,1
4055,858,1
4055,2898,2
4055,2066,1
4055,5947,1
4055,1551,3
4055,1899,1
4055,7529,1
4055,5276,1
4055,5783,3
4055,9382,1
4055,7535,2
4055,8361,2
4055,1750,32
4055,504,2
4055,2560,1
4055,10559,1
4055,5967,1
4055,3307,7
4055,5969,13
4055,9710,1
4055,9223,3
4055,2097,1
4055,8723,7
4055,5983,8
4055,6148,1
4055,3613,1
4055,6435,2
4056,6622,1
4056,8892,1
4056,6349,2
4056,6758,3
4056,1583,1
4056,1262,6
4056,7689,1
4056,4320,1
4056,6531,2
4056,1687,1
4056,639,1
6962,6993,1
581,5442,1
581,7369,1
581,330,1
4060,147,2
4060,6403,1
4060,2006,2
4060,2015,2
4061,5766,2
4061,9089,1
4061,7466,1
4061,6449,2
4063,1085,1
4063,2882,1
4063,1233,1
4063,2867,5
4063,6263,1
4063,361,1
4063,1513,2
4063,1237,1
4063,4112,1
4063,3698,2
4063,8114,4
4063,2918,1
4063,2411,4
4063,4055,2
4063,9937,2
4063,6514,2
4063,1491,1
4065,5661,2
8488,2775,1
8488,4334,1
8488,6887,1
8488,5969,5
4071,10058,1
6149,9265,1
6149,4840,1
6149,9912,1
6149,8385,1
6149,3070,1
2087,6622,4
2087,4140,2
2087,4158,1
2087,2851,2
2087,2469,3
2087,7793,4
2087,2560,3
2087,9280,3
2087,1239,2
2087,475,2
2087,8965,3
2087,9651,1
2087,7244,1
2087,2162,1
2087,3735,4
2087,10298,2
4076,4822,2
4076,5508,1
4076,2560,2
4076,5868,1
4076,4076,1
4076,1709,1
4077,2197,3
4077,5448,1
4077,10243,1
4077,6474,1
4077,7529,3
4077,10116,10
4077,8448,1
4077,2898,12
4077,7651,1
4077,6681,1
4077,8283,21
4077,9622,23
4077,7439,1
4077,9773,1
4077,5817,4
4077,2702,3
4077,7142,1
4077,1750,10
4077,504,2
4077,3854,1
4077,5502,1
4077,8133,3
4077,4948,1
4077,6217,1
4077,5969,10
4077,2867,5
4077,4596,23
4077,2924,1
4077,4920,1
4077,1513,14
4077,10357,3
4077,1324,1
4077,3902,12
4077,605,14
4077,9223,1
4077,3974,7
4077,3868,1
4077,3254,1
4077,656,4
4077,1116,1
4077,10403,1
4077,4843,1
4077,9194,1
4077,5265,13
4077,8369,1
4077,1038,10
4077,1645,12
4077,3564,1
4077,3912,1
4077,5350,1
4079,5265,3
4081,7962,1
4081,9989,1
4081,3035,1
4081,1682,1
4081,8476,1
4081,823,1
4081,1260,2
4081,3463,1
4081,2009,1
4081,2560,12
4081,2265,1
4081,4575,1
4081,9354,1
4081,1415,3
4081,5969,3
4081,10133,1
4081,9984,1
4081,2843,1
4081,8334,5
4081,3978,1
4082,880,1
4082,2660,1
4082,5265,1
4082,10639,1
4082,7133,1
4082,5563,1
4082,10298,5
4087,5703,2
4088,912,3
4088,2369,2
4088,5593,1
4088,7619,2
4088,9110,1
4089,5439,3
4089,5959,3
4089,5076,3
4090,5265,1
4091,8036,1
4091,2560,1
4091,5969,4
4091,10298,2
6869,7937,1
6869,831,1
6869,7939,1
6869,1460,1
6869,3550,1
6869,1105,1
4093,1047,1
4093,6158,1
4093,8650,1
4093,1619,1
4093,2560,2
4093,3377,2
4093,3183,1
4093,3131,1
4093,389,1
4093,1665,1
4093,7050,1
4093,1112,1
4093,7334,1
4093,5593,1
4093,5902,1
4093,1119,1
4093,2934,1
4093,3609,2
4093,4180,1
4093,1977,1
4093,8894,2
4093,8603,1
4094,7352,1
4094,2201,5
4094,7529,2
4094,8155,2
4094,2428,3
4094,5534,1
4094,2690,1
4094,4942,2
4094,1395,1
4094,8283,1
4094,4077,1
4094,1543,5
4094,5579,1
4094,1710,3
4094,2609,1
4094,4112,15
4094,4091,6
4094,7584,1
4094,6135,1
4094,9258,1
4094,2399,1
4094,345,1
4094,2394,1
4094,4948,1
4094,10298,2
4094,7941,8
4094,4598,1
4094,5969,6
4094,68,3
4094,1513,2
4094,8838,1
4094,10445,1
4094,1237,4
4094,10646,1
4094,6921,1
4094,8254,2
4094,3868,3
4094,3254,2
4094,3735,1
4094,7381,1
4094,1687,2
4094,361,4
4094,5265,1
4094,1038,1
4094,5788,6
4094,8114,9
4094,3089,5
4094,8858,1
4097,9513,1
4099,8906,65
4099,1648,1
4099,1537,4
4099,2704,13
4099,1576,4
4099,1024,5
4099,6158,10
4099,3240,1
4099,8357,27
4099,5663,8
4099,8650,2
4099,2775,12
4099,4862,2
4099,3550,3
4099,8920,5
4099,7537,2
4099,5882,14
4099,4093,38
4099,9550,1
4099,2611,35
4099,9833,1
4099,5792,1
4099,4634,3
4099,2367,2
4099,3377,31
4099,1078,2
4099,1915,4
4099,10538,1
4099,2614,1
4099,2559,1
4099,6136,1
4099,9970,17
4099,3725,1
4099,9310,17
4099,4054,4
4099,2131,2
4099,10266,3
4099,438,1
4099,7939,2
4099,7334,16
4099,10886,1
4099,3301,4
4099,9562,5
4099,1735,1
4099,6652,9
4099,1365,24
4099,5661,19
4099,7212,1
4099,5902,2
4099,1955,3
4099,3573,170
4099,611,1
4099,6069,37
4099,7910,1
4099,8304,1
4099,1815,6
4099,10405,1
4099,5390,2
4099,3609,1
4099,9019,1
4099,1665,2
4099,6411,4
4099,6887,7
4099,3030,1
4099,3496,3
4099,7021,4
4099,8142,6
4099,10239,4
4099,327,1
4099,2247,1
4100,2217,1
4100,2369,1
4100,8774,1
4102,2980,2
4102,2934,1
4102,1146,2
4102,7334,1
4102,3377,3
4102,10824,2
4103,4546,1
4103,3741,1
4103,5923,1
4104,5164,1
4106,8155,4
4108,7937,2
4108,10170,1
4109,5135,1
4109,3220,1
4109,2201,3
10573,7529,1
4111,8861,1
4111,1729,1
4111,3363,3
4111,3452,17
4111,6532,1
4111,4476,3
4111,3990,1
4111,500,1
4111,296,2
4111,8142,1
4111,4111,1
4111,9873,5
4111,9777,1
4111,5925,2
4111,2560,51
4111,3377,1
4111,6508,8
4111,2378,2
4111,10393,1
4111,3471,1
4111,4515,13
4111,7931,1
4111,6179,3
4111,1415,3
4111,6390,1
4111,6069,6
4111,1682,1
4111,5983,25
4111,4100,1
4111,883,2
4111,3206,1
4111,5576,2
4111,7021,20
4111,3271,3
4111,7478,1
4112,3115,2
4112,7573,2
4112,4812,2
4112,3454,11
4112,5147,4
4112,504,1
4112,10421,1
4112,2947,3
4112,8085,3
4112,6666,1
4112,1950,1
4112,6220,2
4112,9917,1
4112,4112,26
4112,3123,1
4112,9068,3
4112,8954,2
4112,7159,1
4112,532,1
4112,8744,1
4112,2609,7
4112,2295,2
4112,1456,1
4112,1645,1
4112,2613,15
4112,1860,1
4112,22,13
4112,5261,1
4112,1799,1
4112,3637,1
4112,9436,19
4112,1445,1
4112,1800,45
4112,6974,8
4112,6514,1
4112,3640,2
4112,1350,8
4112,3295,1
4112,3132,3
4112,4125,2
4112,2202,2
4112,9747,2
4112,7049,1
4112,10442,1
4112,2452,81
4112,2918,1
4112,2136,3
4112,2428,1
4112,9932,1
4112,9088,2
4112,2628,5
4112,2629,1
4112,5722,6
4112,3974,3
4112,1955,3
4112,9937,5
4112,1813,1
4112,8108,8
4112,7939,1
4112,7937,2
4112,4298,6
4112,8372,3
4112,6698,1
4112,5519,1
4112,4137,12
4112,7064,1
4112,5022,1
4112,5994,1
4112,572,105
4112,6217,10
4112,761,1
4112,7947,4
4112,8114,35
4112,5969,1
4112,5701,1
4112,4643,1
4112,3832,2
4112,1723,2
4112,7428,2
4112,3052,1
4112,1842,3
4112,10364,2
4112,2324,2
4112,1491,2
4112,434,2
4112,7780,1
4112,10102,1
4112,234,5
4112,5355,1
4112,8288,1
4112,907,7
4112,10696,12
4112,3170,2
4112,4684,2
4112,10789,1
4112,6733,2
4112,5284,1
4112,1141,1
4112,7078,2
4112,5536,38
4112,1654,59
4112,288,3
4112,10298,5
4112,9965,8
4112,968,12
4112,10793,10
4112,7613,45
4112,1569,3
4112,2167,6
4112,10473,1
4112,5720,3
4112,3329,1
4112,2000,1
4112,4140,1
4112,8387,3
4112,4682,1
4112,6028,2
4112,431,5
4112,7941,3
4112,1665,1
4112,2339,1
4112,9099,1
4112,4513,1
4112,8786,1
4112,9310,26
4112,7616,1
4112,9634,3
4112,9635,2
4112,7459,5
4112,1324,14
4112,2999,1
4112,9010,1
4112,9638,13
4112,2176,2
4112,4522,1
4112,2672,1
4112,1378,2
4112,605,1
4112,2675,13
4112,3692,12
4112,1160,7
4112,3909,1
4112,2763,4
4112,7472,2
4112,4242,1
4112,1525,3
4112,3698,2
4112,7313,4
4112,4180,2
4112,10144,10
4112,7641,16
4112,2496,12
4112,2197,17
4112,997,13
4112,5402,1
4112,3438,1
4112,8155,1
4112,2898,1
4112,39,1
4112,6940,3
4112,1540,2
4112,10776,6
4112,1864,3
4112,4546,1
4112,2516,4
4112,3668,12
4112,4490,1
4112,9332,6
4112,4547,22
4112,2004,5
4112,9743,2
4112,831,3
4112,8497,2
4112,5579,7
4112,1189,1
4112,9832,7
4112,3889,14
4112,8657,1
4112,7661,7
4112,6395,1
4112,10519,1
4112,2372,28
4112,6777,2
4112,1194,2
4112,10801,12
4112,4664,2
4112,7955,3
4112,299,1
4112,6038,1
4112,4725,20
4112,4049,1
4112,116,8
4112,8830,7
4112,5426,8
4112,9896,2
4112,231,3
4112,5816,1
4112,1708,1
4112,4567,5
4112,4927,2
4112,1657,1
4112,3735,3
4112,6262,2
4112,4366,2
4112,4928,5
4112,2722,12
4112,5504,2
4112,989,1
4112,3054,24
4112,10542,9
4112,2467,3
4112,9857,3
4112,5265,1
4112,10019,3
4112,1568,1
4112,8948,4
4112,10366,6
4112,10888,8
4112,9008,1
4112,4160,1
4112,5951,2
4112,2236,1
4112,9863,55
4112,6274,1
4112,6986,2
4112,2239,22
4112,1850,1
4112,5275,2
4112,7529,1
4112,5225,1
4112,1576,2
4112,3410,3
4112,6148,2
4112,4579,2
4112,2392,8
4112,677,1
4112,1393,3
4112,8871,2
4112,1581,21
4112,9722,3
4112,9698,37
4112,1058,1
4112,879,16
4112,3759,2
4112,9697,15
4112,9545,1
4112,8877,16
4112,1750,2
4112,4082,2
4112,4587,15
4112,4672,1
4112,9630,2
4112,2260,1
4112,3427,1
4112,5856,14
4112,7675,3
4112,1065,2
4112,6354,1
4112,6135,5
4112,8098,5
4112,3089,21
4112,10393,1
4112,9773,11
4112,5470,5
4112,2924,1
4112,1233,10
4112,3941,11
4112,1664,3
4112,4598,20
4112,6008,1
4112,1237,2
4112,1002,1
4112,7051,3
4112,7557,1
4112,7809,2
4112,4240,1
4112,3602,3
4112,4603,1
4112,1073,12
4112,9047,2
4112,3439,3
4112,8557,23
4112,1248,1
4112,5134,2
4112,9570,11
4112,361,15
4112,8639,3
4112,9231,1
4112,7507,3
4112,10234,7
4112,3792,4
4112,2279,4
4112,9465,1
4112,4094,6
4112,10410,69
4112,1738,2
4112,1437,1
4112,2592,3
4112,7907,1
4113,4093,1
4115,4093,1
4117,9799,1
4117,8894,1
4117,131,1
4119,1779,2
4119,2822,1
4119,10886,8
4119,2989,2
4119,9457,1
4119,6887,2
4119,1396,2
4120,10587,1
4120,2242,1
4120,5983,2
4120,370,1
4122,2888,1
4122,2000,2
4122,7441,2
4122,1281,2
4124,4683,2
4124,7325,1
4126,2355,1
4126,2080,1
4126,5026,1
4128,7214,1
4128,10028,1
4128,3573,1
4129,3609,7
4129,8164,5
4129,686,12
4129,1057,12
4132,8771,1
4132,7482,1
4132,8736,2
4132,4713,2
4132,3749,1
4132,7734,1
4132,335,3
4132,961,1
4132,9874,1
4132,9260,2
4132,8622,3
4132,1665,6
4132,598,3
4132,3334,1
4132,4054,4
4132,10808,1
4132,1850,1
4132,3482,1
4132,1955,1
4132,4175,5
4132,2729,1
4132,3358,2
4133,5027,1
4133,8650,2
4135,8155,1
4136,3995,1
4137,9907,1
4137,8771,6
4137,5402,1
4137,3541,2
4137,1491,2
4137,3753,2
4137,2369,22
4137,5918,1
4137,10156,2
4137,9110,5
4137,5994,1
4137,9161,1
4137,1058,1
4137,3668,1
4137,9963,1
4137,4112,27
4137,1233,14
4137,2836,2
4137,5538,1
4137,7619,1
4137,880,1
4137,3759,2
4137,2955,1
4137,2293,1
4137,2363,2
4137,3097,1
4137,10473,5
4137,9027,1
4137,1842,3
4137,4018,1
4137,1225,1
4137,1654,3
4137,9174,1
4137,8830,1
4137,6470,1
4137,6887,14
4137,8877,12
4137,234,1
4137,5969,1
4137,3295,2
4137,1657,5
4137,10886,2
4137,2131,1
4137,5936,1
4137,4643,1
4137,8920,1
4137,1113,1
4137,10765,1
4137,2136,1
4137,8425,1
4137,2999,1
4137,9136,2
4137,10589,1
4137,831,6
4137,5593,7
4137,5338,1
4137,3974,2
4137,1955,4
4137,7017,2
4137,6694,1
4137,6746,2
4137,757,2
4137,2770,2
4137,2467,26
4137,5983,1
4137,5265,5
4137,1525,1
4137,710,1
4137,9982,1
4137,4684,1
4137,1253,2
4137,2236,1
4140,4311,1
4140,5538,2
4140,6622,1
4140,9212,2
4140,639,1
4140,8698,1
4140,10876,1
4140,434,1
4140,9824,1
4140,5083,1
4140,2039,1
4140,5836,1
4140,2854,1
4140,7945,2
4140,10167,1
4140,1239,1
4140,6628,2
4140,4754,1
4140,6855,1
4140,10298,30
4141,1955,1
4142,1256,5
4142,6318,1
4142,1945,1
4142,195,4
4142,16,5
4142,10264,5
4142,4290,3
4142,34,2
4142,10540,2
4142,6187,2
4142,6524,1
4142,4142,1
4142,10284,4
4142,9105,2
4142,3163,5
4142,2645,12
4142,4149,2
4142,8275,7
4142,10463,1
4142,2823,7
4142,8941,3
4142,5358,1
4142,2986,7
4142,3845,1
4142,2831,3
4142,7786,1
4142,9777,2
4142,6544,1
4142,10366,5
4142,7280,5
4142,6028,1
4142,2176,1
4142,5895,1
4142,1323,6
4142,6738,1
4142,6387,8
4142,8301,1
4142,7210,1
4142,10428,1
4142,9645,1
4142,3015,3
4142,9808,1
4142,3206,1
4142,1687,8
4142,5399,1
4142,10411,1
4142,456,30
4142,2441,2
4142,630,2
4142,8647,1
4142,632,2
4142,1181,3
4142,463,1
4142,7133,2
4142,9335,7
4142,9831,1
4142,2872,8
4142,6422,1
4142,4373,2
4142,8659,1
4142,651,1
4142,10687,1
4142,841,1
4142,7497,1
4142,6426,1
4142,7666,1
4142,4412,1
4142,3837,1
4142,1195,2
4142,5257,1
4142,6786,1
4142,8346,7
4142,7422,3
4142,6115,1
4142,6616,1
4142,5442,1
4142,1426,13
4142,1381,21
4142,9016,3
4142,7178,2
4142,1738,1
4142,4759,1
4142,9294,1
4142,5285,2
4142,2257,1
4142,3428,1
4142,5623,2
4142,347,3
4142,5127,5
4142,7710,2
4142,3871,1
4142,4603,1
4142,6484,4
4142,3739,1
4142,905,1
4142,10058,1
4142,3447,19
4142,2280,1
4142,8894,1
4145,10717,3
4145,1089,1
4145,10628,1
4145,7077,1
4145,9166,1
4145,2611,10
4145,3224,4
4145,550,4
4145,5042,2
4145,5888,3
4145,2378,6
4145,8786,3
4145,9310,1
4145,6176,1
4145,7334,1
4145,10765,1
4145,1197,1
4145,1365,3
4145,4429,1
4145,1851,1
4145,5173,1
4145,7418,1
4145,6069,2
4145,3910,1
4145,6837,1
4145,618,2
4145,1253,2
4146,9399,1
4146,3194,1
4146,7647,1
4147,7525,4
4147,7778,2
4147,3913,1
4147,7835,2
4147,3950,2
4147,10554,3
4147,6137,2
4148,5969,2
4149,4290,2
4149,8224,2
4149,1966,1
4149,9777,1
4149,2889,2
4149,1333,2
4149,6370,2
4150,5579,6
4150,4490,2
4150,7646,1
4150,2428,5
4150,6148,2
4150,8744,1
4150,7649,6
4150,7876,2
4150,10298,18
4150,879,8
4150,831,1
4150,6836,34
4150,2609,1
4150,7142,1
4150,1750,3
4150,504,3
4150,3893,4
4150,388,1
4150,1631,1
4150,1756,1
4150,5969,13
4150,10523,5
4150,4596,7
4150,7372,13
4150,3175,3
4150,4339,1
4150,4598,3
4150,8830,1
4150,3095,1
4150,5940,1
4150,7507,5
4150,4094,3
4150,1639,1
4150,5219,9
4150,7848,1
4150,1477,5
4150,4317,1
4150,361,6
4150,8838,1
4150,5265,4
4150,1509,1
4150,1038,2
4150,8114,9
4150,5228,5
4150,9516,1
4151,277,1
4151,9833,1
4151,2242,1
4151,10751,1
4151,1301,1
4151,3550,33
4151,6176,8
4151,3036,1
4151,9255,1
4151,2611,61
4151,9213,11
4151,3377,16
4151,3561,1
4151,6287,1
4151,3183,23
4151,10266,1
4151,10009,1
4151,7334,2
4151,9521,1
4151,1365,17
4151,3573,5
4151,6069,19
4151,618,9
4151,8812,2
4151,6887,1
4151,8769,1
4151,370,1
4152,3377,1
4152,10886,2
4152,4099,1
4155,3609,2
4155,589,2
4155,8453,2
4157,4093,1
4159,6069,4
4159,2778,1
4159,7250,1
4159,4955,1
4159,5925,3
4159,4417,2
4159,2201,1
4159,3924,1
4159,2560,5
4159,8650,3
4159,3282,2
4159,8515,2
4159,9125,3
4159,1119,1
4159,7013,1
4159,8932,2
4159,3725,1
4160,4298,1
4160,1654,4
4160,3298,1
4160,80,2
4160,4258,1
4160,10895,1
4160,4128,2
4160,6986,1
4160,9836,2
4160,3602,5
4160,8282,1
4160,4112,6
4160,549,1
4160,3573,1
4163,1729,1
4164,5907,12
4164,7508,11
4164,2909,11
4165,10886,1
4166,9974,3
4166,6171,3
4167,3246,2
4167,9211,2
4167,1829,1
4167,10225,1
4169,605,1
4169,1750,2
4169,5265,1
4169,1950,1
4171,7652,2
4171,6768,5
4171,3369,1
4171,4171,2
4171,2083,2
4171,1750,7
4171,6509,3
4171,3338,1
4171,648,8
4171,2713,1
4171,7294,3
4171,299,1
4171,5129,10
4171,2805,1
4171,4055,21
4171,1955,6
4171,1665,1
4171,5969,3
4173,10058,1
4173,10169,1
4175,5706,1
4175,9382,1
4175,8920,6
4175,598,14
4175,1665,1
4177,3076,1
4177,10608,1
4177,3989,1
4177,2287,1
4177,566,3
4177,7912,1
4178,789,1
4178,8065,1
4178,3240,2
4180,6622,1
4180,4112,1
4180,8036,1
4180,7866,1
4181,10024,8
4181,5066,2
4181,9104,2
4181,7697,2
4181,5077,3
4181,10379,1
4181,4545,8
4181,7270,2
4181,5448,2
4181,10100,1
4181,102,2
4181,334,1
4181,10475,10
4181,7044,12
4181,7833,2
4181,10438,2
4181,8590,1
4181,9789,1
4181,8635,2
4181,3266,6
4181,5033,3
4181,765,2
4181,8556,1
4181,7524,6
4181,8527,7
4184,1089,2
4185,10735,1
4185,4546,1
3280,2560,1
4188,1645,1
4188,1357,1
4188,1750,1
4192,6319,1
4192,5983,4
4192,3463,4
4192,7250,1
4192,7098,1
4192,4862,2
4192,5164,1
4192,9438,1
4195,997,1
4195,7490,1
4195,8871,1
4195,3076,2
4195,1263,1
4195,9020,3
4195,2287,1
4195,3322,1
4195,5720,2
4195,4195,2
4195,5207,1
4195,3935,2
4195,809,1
4195,693,1
4195,1271,1
4195,8832,1
4195,7792,3
4195,8136,3
4195,8251,1
4195,7551,1
4195,1146,1
4195,8920,1
4195,7557,3
4195,5129,3
4195,1549,1
4195,8217,1
4195,2117,7
4195,4734,3
4195,5091,11
4195,566,1
4195,9409,1
4195,7808,1
4195,6489,6
4195,9381,4
4195,10113,1
4195,9650,5
4195,5822,1
4195,7641,1
4195,3920,4
4195,441,1
4195,6619,1
4196,10053,1
4196,7652,1
4196,10296,1
4196,2559,1
4196,2805,1
4199,6622,7
4199,1693,1
4199,8119,2
4199,4108,1
4199,1395,1
4199,3883,1
4199,1583,1
4199,8155,7
4199,2168,1
4199,4199,2
4199,7280,1
4199,6135,2
4199,4594,1
4199,2093,2
4199,797,1
4199,4603,2
4199,10735,1
4199,9092,3
4199,7381,1
4199,3439,2
4199,6972,1
4199,9490,2
4199,8347,1
4199,10326,2
4199,7945,2
4199,2107,1
4199,4140,1
4199,6887,1
4199,5563,1
4199,10458,1
4201,4683,3
4201,10410,4
4201,481,4
4201,3806,4
4201,4389,4
4203,8155,1
4204,3282,1
4204,2167,1
4204,2560,1
4204,388,1
4204,5448,1
4204,8932,1
4205,10645,2
4205,3667,2
4205,5971,2
4205,10475,1
4210,1729,2
4210,1534,1
4210,5824,1
4210,1552,11
4210,2074,3
4210,6803,1
4210,5662,1
4210,922,1
4210,9960,9
4210,2287,30
4210,7400,1
4210,1670,1
4210,103,3
4210,3553,2
4210,6862,8
4210,1703,33
4210,8243,42
4210,7090,1
4210,7921,9
4210,1456,1
4210,9087,3
4210,6638,5
4210,8295,1
4210,2339,1
4210,8584,1
4210,10608,20
4210,10644,3
4210,7797,1
4210,8064,35
4210,1278,16
4210,5091,2
4210,566,1
4210,4210,2
4210,2458,8
4210,1427,1
4210,9983,3
4210,867,1
4210,1728,1
4211,5971,1
4213,8975,1
4213,5591,2
4213,7661,1
4213,6544,2
4213,7532,3
4213,4334,1
4216,9302,4
4216,7157,4
4216,10023,4
4217,7695,3
4217,8193,1
4217,6689,4
4217,4290,1
4217,3940,1
4217,8824,2
4217,10120,2
4217,8155,5
4217,4199,1
4217,3006,1
4217,698,1
4217,4317,1
4217,3657,2
4217,8166,1
4217,6559,1
4217,6214,1
4217,1243,2
4217,2902,2
4217,3088,1
4217,6007,2
4217,9952,2
4218,192,1
4218,2678,1
4218,5164,1
4219,5907,14
4219,7508,16
4219,2909,16
4221,4055,1
4221,5265,4
4221,625,1
4226,10416,4
4226,1402,7
4226,1661,1
4226,7389,2
4226,6734,2
4226,2998,1
4226,7335,8
4226,7233,15
4226,8880,1
4226,3526,15
4226,322,1
4226,499,1
4226,5422,1
4227,4093,1
4228,5415,1
3583,10688,2
3583,937,1
3583,4712,2
3583,7465,2
3583,3609,1
3583,2792,5
3583,10645,6
3583,1750,6
3583,2513,1
3583,1072,1
3583,1712,1
3583,5683,1
3583,10284,1
3583,2892,1
3583,8894,6
3583,8453,1
3590,913,1
3590,9982,1
3590,1257,1
4233,9974,3
4234,2704,1
