From,To,Weight
4234,6887,1
4234,10886,2
4234,2054,1
4236,2063,14
4236,9591,15
4236,2824,1
4236,4962,15
4236,7772,1
4236,1348,1
4236,7643,1
4236,7934,1
4236,7704,2
4236,3123,1
4237,7499,1
4237,1089,5
4237,8895,1
4237,4963,1
4237,6887,1
4237,5269,3
4237,7819,2
4237,8631,2
4237,5386,2
4237,10562,2
4239,9280,15
4239,1665,15
4239,7776,15
4240,360,1
4240,2452,2
4240,7941,1
4240,2467,1
4240,1333,1
4240,1966,1
4240,4112,1
4240,8954,1
4240,7422,1
4240,6349,1
4240,8856,1
4240,4546,3
4240,9937,4
4240,5388,1
4241,7525,4
4241,7778,2
4241,1146,1
4241,7835,3
4241,9214,1
4241,3890,1
4241,4828,1
4241,2385,1
4241,7467,1
4241,6137,1
4243,1552,1
4245,4245,1
4245,4142,1
3665,7263,4
3665,1729,2
3665,8251,1
3665,1552,1
3665,3442,1
3665,6434,1
3665,10234,4
3665,3076,6
3665,6688,1
3665,6268,1
3665,8188,1
3665,7250,14
3665,7703,1
3665,972,4
3665,6225,1
3665,7873,1
3665,7587,1
3665,3701,1
4247,2325,1
4247,686,115
4247,823,1
4247,1260,2
4247,8040,3
4247,1495,2
4247,9735,96
4247,1543,11
4247,4862,5
4247,7962,7
4247,4502,1
4247,4093,11
4247,6836,16
4247,5925,74
4247,2704,4
4247,2560,2
4247,2163,1
4247,4247,2
4247,2131,1
4247,2550,1
4247,10886,8
4247,209,16
4247,8180,1
4247,5589,2
4247,4693,4
4247,2775,2
4247,8628,3
4247,1415,1
4247,1966,3
4247,7561,13
4247,2104,2
4247,5983,9
4247,9280,31
4247,4869,3
4247,6887,18
4247,9984,10
4249,1552,2
4249,8946,1
4249,10478,1
4249,4093,1
4249,10900,1
4249,1485,1
4249,2358,1
4249,10390,1
4250,1927,2
4250,4093,1
4250,965,2
4250,4843,2
4250,2201,1
3700,6031,1
3700,5969,1
4252,2820,1
4252,5983,1
4252,5265,1
4253,7819,1
4253,1089,12
4253,526,1
4253,5112,2
4253,10787,1
4253,2892,2
4253,8364,1
4253,10473,2
4253,589,1
4253,5418,1
4253,5502,1
4253,6381,1
4253,3965,2
4253,5373,1
4253,5266,1
4253,3225,3
4253,10688,1
4253,10484,1
4253,1513,2
4253,10637,2
4253,73,1
4253,7157,1
4253,4253,1
4253,8631,1
4253,6146,2
4253,10403,3
4253,8895,1
4253,10663,4
4253,5350,1
4253,10562,1
4253,3617,1
4255,8023,1
4256,4327,6
4256,2989,1
4256,1750,1
4256,2373,2
4256,5265,4
4256,605,6
4257,496,2
4258,8908,3
4258,5661,1
4258,189,1
4258,4499,2
4258,8090,1
4258,6000,1
4258,550,2
4258,5164,2
4258,2131,2
4258,9091,2
4258,4298,4
4258,4299,3
4258,7423,5
4258,7943,1
4258,9280,3
4258,1294,1
4258,9457,13
4258,8771,1
4258,2820,1
4258,1648,1
4258,2645,1
4258,2822,1
4258,2469,1
4258,8280,9
4258,9114,1
4258,1265,2
4258,9965,2
4258,4327,1
4258,294,5
4258,2989,2
4258,3850,3
4258,9125,1
4258,9938,1
4258,8786,1
4258,4522,7
4258,259,1
4258,9139,1
4258,5388,1
4258,1855,1
4258,1682,1
4258,5133,1
4258,2704,2
4258,2511,2
4258,5237,1
4258,3549,1
4258,5074,4
4258,2866,1
4258,7653,1
4258,831,1
4258,3035,3
4258,3889,3
4258,3224,5
4258,8664,2
4258,6254,1
4258,2049,1
4258,5426,2
4258,7163,3
4258,1253,12
4258,3240,14
4258,10189,1
4258,3065,3
4258,7528,1
4258,1902,1
4258,10377,1
4258,3410,1
4258,1396,3
4258,5936,5
4258,4238,1
4258,7001,1
4258,2560,14
4258,7416,2
4258,1233,7
4258,8375,1
4258,10886,7
4258,1239,1
4258,9401,1
4258,9565,1
4258,706,1
4258,4258,10
4258,3609,26
4258,2770,1
4258,5986,1
4258,6309,1
4258,9876,1
4258,2775,2
4258,10410,2
4259,1333,1
4260,2867,1
4260,10058,1
4260,8866,1
4260,4054,1
4260,8470,1
4260,789,1
4260,372,1
4260,6482,1
4261,6652,1
4261,3377,1
4262,71,1
4262,7680,7
4262,10637,1
4262,9937,3
4262,10338,1
4262,2031,3
4262,2822,1
4262,9991,1
4262,8491,3
4262,4323,1
4265,10886,1
7768,10563,7
7768,10038,4
7768,3283,4
7768,445,12
7768,5721,9
7768,5878,12
4271,3081,1
4271,10353,1
4271,2287,1
3257,3257,1
3257,7613,1
3257,8830,1
4274,10688,1
4274,3132,1
4274,7684,1
4274,5983,2
4274,5614,1
4274,6482,5
4276,4276,1
4276,1687,1
4276,2881,1
4279,10015,6
4279,1333,1
4279,8280,10
4279,3813,1
4279,1529,1
4279,9558,1
4280,5655,2
4280,8010,2
4280,6313,5
4280,6723,3
4280,3536,3
4280,1852,2
4280,6353,5
4281,5882,1
4281,8304,5
4281,9550,3
4281,5619,1
4281,277,1
4281,2611,3
4281,8906,1
4281,1365,1
4281,9893,2
4281,8769,1
4281,6176,1
4281,3550,3
4281,3573,1
4281,370,5
4282,4093,1
4282,6887,1
4282,5661,1
4283,3377,1
4283,1271,1
4287,7923,1
4287,9040,1
4288,2007,1
4289,9789,1
4289,185,1
4289,1687,2
4289,2394,1
4289,2257,1
4290,4620,2
4290,2025,1
4290,329,2
4290,4149,5
4290,4897,1
4290,1488,1
4290,2859,2
4290,5572,2
4290,4862,1
4290,2986,1
4290,9335,9
4290,8155,1
4290,9777,2
4290,6544,1
4290,388,1
4290,651,6
4290,4142,2
4290,4290,5
4290,10165,1
4290,1966,14
4290,4645,1
4290,10088,1
4290,6261,4
4290,2933,1
4290,3694,1
4290,1426,1
4290,6187,1
4290,8224,1
4290,7422,2
4290,8075,1
4290,8482,5
4290,3405,1
4291,255,1
4291,8911,1
4291,3550,1
4294,7900,1
4296,1045,1
4296,1779,4
4296,6595,2
4296,2989,14
4296,8575,1
4296,52,1
4296,9828,2
4296,2560,4
4296,1396,1
4296,3714,1
4296,4502,1
4296,3035,2
4296,10205,3
4296,5247,2
4296,3550,10
4296,3464,1
4296,10432,1
4296,9963,1
4296,7416,7
4296,2960,1
4296,2994,1
4296,6176,2
4296,4955,2
4296,6783,1
4296,10054,1
4296,5902,9
4296,6184,6
4296,3573,2
4296,4385,3
4296,3240,1
4296,8389,3
4296,7119,1
4296,9457,3
4297,8277,1
4298,3439,2
4298,1800,2
4298,7459,5
4298,14,10
4298,8877,1
4298,10886,1
4298,6887,1
4298,1324,2
4298,1581,2
4298,9938,1
4298,5164,1
4298,4112,5
4299,8771,1
4299,5070,4
4299,4491,1
4299,1779,1
4299,2822,1
4299,3070,1
4299,2359,1
4299,58,1
4299,3035,2
4299,2611,1
4299,2560,3
4299,7661,1
4299,388,1
4299,4045,4
4299,9840,1
4299,10264,1
4299,8786,1
4299,1757,1
4299,10886,15
4299,5591,4
4299,163,3
4299,10733,1
4299,4416,1
4299,2351,1
4299,10538,1
4299,3825,4
4299,1387,1
4299,6887,18
4299,9199,4
4299,5701,1
4299,2775,2
4299,10410,1
4299,8556,2
4300,1335,1
4300,4862,3
4300,10625,1
4300,8280,1
4300,852,1
4302,4093,2
4302,3136,1
4303,4595,1
4303,2131,1
4303,2822,1
4303,2369,1
4303,10886,6
4303,2626,1
4303,6887,3
4304,1953,2
4304,9204,1
4304,3463,1
4304,2560,3
4304,4055,3
4304,8280,1
4304,1253,1
4017,4093,1
4017,9608,1
4017,1290,1
4017,2495,1
4017,10846,1
4017,9794,2
4017,2702,1
4313,10058,3
4315,5650,1
4315,6654,2
4315,5527,2
4315,3101,2
4057,9535,1
4057,3724,1
4057,10437,1
4317,416,1
4317,1136,3
4317,3365,1
4317,4112,1
4317,8578,1
4317,2294,2
4317,10079,3
4317,8155,4
4317,4199,3
4317,690,1
4317,7280,1
4317,4416,1
4317,5164,1
4317,2232,4
4317,8838,1
4317,1750,1
4317,3439,2
4317,10058,1
4317,8347,1
4317,10580,1
4317,4442,1
4317,4106,1
4317,10429,1
4318,10608,4
4318,10069,2
4318,7185,1
4318,1728,1
4320,9923,1
4320,8866,1
4320,2232,1
4320,4610,1
4320,4056,1
4320,2152,1
4320,10120,1
4320,2163,1
4322,4862,2
4323,637,2
4325,7148,1
4325,9974,2
4327,8771,1
4327,2131,2
4327,6555,1
4327,8681,1
4327,1641,1
4327,4340,5
4327,10886,7
4327,1750,4
4327,3107,1
4327,6854,1
4327,1139,1
4327,605,3
4327,6887,1
4327,388,1
4327,9045,1
4327,3291,1
4327,1785,1
4327,4256,2
4327,1709,1
4331,5969,2
4333,1687,1
4334,1085,1
4334,1256,1
4334,3800,2
4334,7032,4
4334,9731,4
4334,4862,1
4334,9587,1
4334,2606,2
4334,8744,5
4334,4279,2
4334,388,11
4334,5005,1
4334,3967,2
4334,5009,1
4334,6652,1
4334,5990,1
4334,4295,2
4334,9446,2
4334,9994,1
4334,1815,1
4334,3980,1
4334,6887,14
4334,8932,31
4334,1488,1
4334,578,2
4334,2645,4
4334,5709,12
4334,8280,6
4334,7959,2
4334,1759,2
4334,2167,3
4334,2660,1
4334,1501,2
4334,4869,1
4334,10259,1
4334,5722,3
4334,9308,1
4334,8956,5
4334,976,1
4334,6199,8
4334,9972,1
4334,2787,2
4334,6557,3
4334,8141,6
4334,8142,1
4334,3539,10
4334,8981,3
4334,8965,1
4334,3035,1
4334,1331,4
4334,6397,2
4334,4849,1
4334,1333,3
4334,10144,1
4334,3357,13
4334,5063,1
4334,8488,1
4334,6236,2
4334,91,7
4334,1174,5
4334,633,1
4334,2864,1
4334,1347,1
4334,7652,2
4334,7653,1
4334,2867,1
4334,10834,1
4334,10735,17
4334,9335,1
4334,7211,1
4334,2037,1
4334,3037,1
4334,6246,1
4334,7495,2
4334,3725,2
4334,3046,1
4334,3729,4
4334,10174,1
4334,8339,1
4334,119,1
4334,3906,1
4334,3235,2
4334,313,1
4334,1888,8
4334,10538,1
4334,7848,1
4334,9531,3
4334,991,1
4334,2546,1
4334,10674,11
4334,5448,3
4334,8358,1
4334,7532,1
4334,4943,1
4334,1057,3
4334,7696,1
4334,1750,11
4334,2560,1
4334,155,1
4334,4771,1
4334,5969,3
4334,2089,6
4334,10886,5
4334,3943,2
4334,5633,1
4334,7013,1
4334,1931,1
4334,10061,1
4334,910,1
4334,1253,1
4334,2775,8
4334,4804,1
4335,9459,1
4335,7540,1
4335,3689,1
4337,1955,1
4338,10835,2
4338,10607,2
4338,9642,2
4339,2197,1
4339,4490,1
4339,7529,8
4339,4869,1
4339,1260,1
4339,8448,1
4339,2898,2
4339,1333,1
4339,7133,1
4339,3123,1
4339,4077,2
4339,9006,1
4339,4502,1
4339,9824,1
4339,4236,2
4339,10301,1
4339,2702,1
4339,1750,2
4339,504,1
4339,6897,1
4339,3854,1
4339,2366,1
4339,5248,1
4339,10878,2
4339,5969,28
4339,6474,1
4339,3175,1
4339,1513,11
4339,9974,2
4339,605,1
4339,1116,1
4339,10058,1
4339,5265,32
4339,1525,2
4339,5947,1
4339,7680,1
4339,4962,1
4339,1645,2
4339,1687,2
4340,2983,1
4340,8771,1
4340,4054,1
4340,8736,1
4340,1750,1
4340,605,1
4340,7787,2
4340,7507,1
4340,4327,2
4340,2958,1
4340,335,1
4340,3466,1
4340,5969,4
4342,4093,1
4345,655,1
4345,7283,1
4345,9954,1
4345,8708,1
4345,4842,1
4345,9741,1
4345,9180,1
4345,2615,1
4345,2611,8
4345,3377,1
4345,31,1
4345,10131,1
4345,443,2
4345,1619,2
4345,9353,1
4345,8650,3
4345,2351,1
4345,75,1
4345,3573,1
4347,10803,1
4347,10117,3
4347,6323,1
4347,658,2
4347,3463,3
4347,9901,1
4347,6455,1
4347,3136,10
4347,590,3
4347,908,1
4347,648,2
4347,9633,1
4347,1505,1
4347,3981,1
4347,4859,2
4347,5442,1
4347,6752,1
4347,7369,2
4347,8819,2
4347,3550,1
4347,9261,1
4348,5486,1
4348,6382,1
4348,438,1
4348,4159,1
4348,48,1
4348,7307,1
4348,3020,1
4348,7464,1
4348,7536,1
4369,8237,1
4369,10475,2
4351,10660,1
4351,4820,1
4351,1625,1
4351,2287,1
4352,5265,1
4354,2438,1
4354,4133,4
4354,1687,3
4354,10878,8
4354,2201,1
4356,3768,1
4356,5476,1
4356,10426,1
4356,5265,2
4356,1197,1
4356,2676,1
4357,5371,1
4359,8280,6
4359,2532,4
4359,3485,4
4359,4359,4
4359,5713,1
4361,1703,1
4361,647,1
4361,7250,6
4361,972,5
4361,766,1
4361,7162,1
6082,3479,1
6082,4093,1
6082,5661,1
4363,3076,1
1232,10359,1
4367,7595,1
4367,10210,4
4367,8609,3
4367,5257,1
4367,4545,8
4367,10054,1
4367,2765,1
4367,7442,1
4350,10058,3
4350,630,10
4350,6087,1
4350,5682,1
4370,2452,1
4371,1335,2
4371,7912,1
4371,7250,1
4371,1146,1
4373,4142,3
4377,5925,1
4377,2775,4
4377,6241,1
4377,5265,2
4378,3800,3
4378,5164,4
4378,6455,3
4378,5746,4
4378,5969,2
4379,7525,1
4379,9201,1
4379,9276,2
4379,10289,1
4379,3950,1
4379,3143,1
4379,191,1
4379,809,2
4379,7912,1
4381,9984,1
4381,4575,1
4381,4502,1
4382,6622,2
4382,2093,1
4383,3835,1
4383,3049,1
4383,5261,1
4384,6916,1
4384,7163,1
4384,9166,1
4384,9937,2
4384,2823,1
4384,10718,1
4384,9804,1
4384,2676,1
4385,7939,1
4385,3609,1
4385,5127,1
4385,3550,2
4385,10054,1
4385,4296,6
4385,2732,1
4385,1396,1
4386,4386,1
4386,4929,2
4386,6622,40
4386,4049,1
4386,3082,1
4386,1047,3
4386,6531,2
4386,3365,2
4386,3281,1
4386,3735,1
4386,6958,1
4386,5958,1
4386,4140,1
4386,7689,1
4386,10768,3
4386,8221,2
4386,639,2
4386,6274,2
4386,8698,1
4387,7295,1
4387,5892,1
4387,8888,1
4387,4139,1
4387,9378,1
4387,2560,3
4387,9483,1
4387,3377,1
4387,1505,1
4387,6887,1
4387,803,1
4387,2775,2
4387,3282,2
4387,4334,1
4387,8932,1
4389,4683,4
4389,5229,2
4389,6463,2
4390,4437,1
4390,10337,1
4390,10735,1
4391,2775,1
4393,2775,2
4393,4334,2
4393,6887,2
4394,5983,1
4396,5998,2
4397,1750,1
4413,1900,6
4413,8989,2
4413,7287,3
4413,8110,1
4413,8693,3
4413,697,2
4413,4120,1
4416,4299,2
4416,1415,1
4416,2560,6
4417,2677,2
4417,3585,1
4417,3729,1
4417,3282,3
4417,2325,3
4417,2469,2
4417,8838,1
4417,10133,3
4417,8809,1
4417,9125,1
4417,2560,5
4417,3446,1
4417,5847,1
4417,147,1
4417,4416,1
4417,1395,1
4417,2404,1
4417,4159,1
4418,1729,3
4418,8229,2
4418,2287,1
4419,2702,1
4419,3045,1
4422,1085,3
4422,880,2
4422,1233,2
4422,4422,2
4422,5703,1
4422,5722,2
6446,8786,1
6446,10886,4
6446,6887,1
6446,8280,1
6446,6349,1
6446,8953,1
6446,8965,1
6446,8894,1
4425,7021,3
4425,9550,3
4425,8920,3
4425,1576,2
4425,3462,1
4425,3240,1
4425,5792,1
4425,3377,1
4425,9280,1
4425,10189,2
4425,8142,1
4425,9893,1
4425,8981,3
4425,2775,1
4426,5265,2
4429,8906,7
4429,6848,2
4429,2283,1
4429,1784,1
4429,5994,1
4429,10753,30
4429,1950,1
4429,774,1
4429,10,4
4429,9585,1
4429,9445,1
4429,2611,40
4429,5838,2
4429,550,2
4429,8415,2
4429,1271,4
4429,2131,1
4429,10266,3
4429,4643,1
4429,208,24
4429,10765,1
4429,2136,1
4429,10270,7
4429,1967,2
4429,4977,1
4429,214,1
4429,1955,3
4429,6184,1
4429,7418,22
4429,7939,1
4429,4137,1
4429,1819,6
4429,6887,6
4429,9457,2
4429,8771,1
4429,3314,1
4429,2369,8
4429,48,1
4429,2823,1
4429,3838,5
4429,8450,2
4429,7077,1
4429,1657,1
4429,7619,6
4429,10473,14
4429,4000,2
4429,3183,2
4429,5042,2
4429,9938,8
4429,9974,2
4429,4522,9
4429,1253,7
4429,6069,30
4429,618,12
4429,7641,1
4429,2681,2
4429,7122,1
4429,2510,2
4429,91,5
4429,277,7
4429,4898,1
4429,8812,2
4429,3550,1
4429,2325,1
4429,9333,5
4429,8497,1
4429,6422,1
4429,388,2
4429,5936,1
4429,10009,2
4429,484,1
4429,7507,7
4429,5593,1
4429,3573,6
4429,1105,1
4429,4334,2
4429,9364,1
4429,10366,1
4429,7863,5
4429,9016,7
4429,6624,1
4429,8357,3
4429,7693,17
4429,8202,8
4429,4979,1
4429,9213,2
4429,6287,1
4429,9703,1
4429,6640,1
4429,4088,2
4429,3941,4
4429,10886,4
4429,5882,2
4429,2409,1
4429,4429,1
4429,9225,11
4429,5476,2
4429,3609,9
4429,3793,7
4429,3240,2
4429,2775,5
4429,1365,50
4429,7910,1
4429,8894,1
4429,370,1
4430,5661,1
4727,4833,1
4727,2105,1
4727,2453,2
4727,2308,1
4727,2740,1
4727,9210,1
4727,680,4
4727,7107,3
4436,8659,1
4436,1160,1
4437,976,1
4437,5164,2
4437,2073,1
5887,388,1
4441,4093,1
4441,598,1
4441,4175,1
4441,5845,1
4441,5661,1
4441,1807,1
4442,2177,22
4442,3082,5
4442,4652,1
4442,6519,1
4442,2030,1
4442,10429,1
4442,8155,1
4442,6622,9
4442,4537,1
4442,10580,2
4442,1558,1
4442,2225,1
4442,7689,1
4442,678,1
4442,10498,1
4442,1243,22
4442,6423,1
4442,869,21
4798,3526,1
4444,10313,1
4444,2802,1
4444,5186,1
4448,2985,1
4448,9464,2
4448,105,1
4448,6135,14
4448,6262,6
4448,3345,2
4449,10850,2
4449,230,2
4449,3910,1
4449,1000,1
4449,3593,6
4449,4546,56
4449,734,2
4450,2683,1
4450,4325,2
4450,3899,1
4450,1929,2
4450,9335,4
4450,10645,2
4450,5149,1
4450,1819,2
4450,4620,2
4450,8647,1
4450,4450,1
4450,5591,7
4450,1181,1
4450,6236,7
4450,8965,1
4450,3485,1
4450,8894,2
4451,3351,1
4451,858,1
4451,8723,1
4451,1750,1
4451,10817,1
4451,9054,1
4451,747,1
4451,10156,1
4451,5355,1
4452,10359,2
4452,10582,1
4454,6622,2
4454,6408,1
4454,7704,1
4454,4339,1
4456,5065,1
4456,3609,1
4456,1924,1
4459,2510,1
4459,8220,2
4459,5034,2
4459,9369,1
4459,9224,2
4459,680,3
4461,7778,1
4461,774,2
4461,2287,1
4461,9300,8
4461,3222,1
4461,7587,1
4461,1549,1
4461,2002,7
4461,4461,3
4461,4916,1
4461,5443,1
4461,1552,2
4461,9801,1
4461,9087,1
4461,7557,1
4461,7809,2
4461,441,2
4461,1271,5
4461,566,2
4461,6069,1
4461,7859,1
4461,9988,1
4461,9983,2
4462,4231,1
4467,4683,1
4468,4596,1
4468,7780,1
4468,4376,1
4468,2428,1
4468,9564,1
4468,677,1
4966,3309,1
4471,7937,1
4471,831,1
4471,10442,1
4471,8155,1
4471,1604,1
4471,686,1
4471,4270,1
4471,4199,1
4471,5788,1
4471,1966,1
4471,10639,1
4471,3405,1
4471,5388,1
4473,1085,2
4473,178,2
4473,1256,1
4473,8733,44
4473,7573,4
4473,2779,7
4473,1823,2
4473,2290,15
4473,1452,3
4473,6000,1
4473,4473,5
4473,6167,1
4473,1797,15
4473,10432,1
4473,4474,13
4473,4123,5
4473,10058,2
4473,741,1
4473,938,3
4473,2847,1
4473,7759,16
4473,7020,2
4473,6786,6
4473,3483,1
4473,9092,1
4473,10275,6
4473,1814,6
4473,1816,2
4473,2323,2
4473,6189,169
4473,1756,1
4473,7945,11
4473,4140,3
4473,3657,5
4473,8119,2
4473,10853,1
4473,8603,2
4473,5529,1
4473,2645,1
4473,3835,14
4473,4493,1
4473,2327,16
4473,10298,2
4473,58,1
4473,6539,1
4473,8287,1
4473,10301,2
4473,4869,1
4473,8872,1
4473,6828,1
4473,5722,7
4473,9473,2
4473,8461,1
4473,2665,27
4473,9824,5
4473,7289,45
4473,2843,11
4473,2176,1
4473,7824,2
4473,4650,2
4473,5727,1
4473,9534,2
4473,1330,1
4473,9490,8
4473,1683,7
4473,5733,8
4473,3350,15
4473,9808,2
4473,451,1
4473,2346,2
4473,1167,1
4473,2201,5
4473,632,10
4473,2239,1
4473,7649,1
4473,463,2
4473,1543,2
4473,8819,1
4473,830,60
4473,9335,3
4473,2035,5
4473,10572,2
4473,4722,164
4473,10842,2
4473,2989,2
4473,8667,1
4473,6431,1
4473,9670,1
4473,5448,1
4473,8176,104
4473,1885,1
4473,10536,29
4473,7059,1
4473,3170,1
4473,8274,2
4473,6972,16
4473,1206,2
4473,2467,5
4473,7422,4
4473,2066,16
4473,9006,1
4473,8187,1
4473,5267,2
4473,3403,1
4473,6272,3
4473,7113,3
4473,9017,1
4473,7866,1
4473,2241,199
4473,6802,2
4473,7330,1
4473,3410,8
4473,5611,2
4473,10816,1
4473,4754,1
4473,6628,6
4473,1334,1
4473,5685,1
4473,7361,1
4473,639,2
4473,8698,21
4473,7724,2
4473,8879,1
4473,3206,1
4473,2087,2
4473,6820,1
4473,10878,92
4473,10409,28
4473,7885,19
4473,1529,1
4473,7710,1
4473,4960,1
4473,900,1
4473,1239,6
4473,4603,4
4473,8381,1
4473,1927,85
4473,1260,3
4473,10383,6
4473,10527,1
4473,8383,1
4473,1929,1
4473,7914,6
4473,5788,1
4473,7514,1
4473,9055,1
4473,4801,1
4473,9465,2
4473,8556,1
4473,1079,1
4473,9061,1
4475,5661,2
8084,6069,1
8084,8920,1
8084,2560,1
8084,4667,1
8084,8650,1
8084,10317,1
8084,7250,2
8084,5466,1
8084,3573,1
8084,5434,1
4477,8965,1
4477,2162,1
4477,6424,1
4477,6041,2
5019,648,2
5019,1955,2
4481,8771,1
4481,5265,1
4481,5817,1
5051,7464,1
5051,990,2
5051,2372,1
5051,218,3
5051,2999,2
4486,7138,1
4486,8586,2
4486,6148,1
4486,6887,1
4486,5034,1
4486,779,1
4486,4334,1
4486,1723,1
4486,5969,4
4487,2201,14
4487,8808,2
4487,8157,6
4487,8283,1
4487,7680,1
4487,9258,3
4487,3559,3
4487,9838,1
4487,6916,2
4487,1274,1
4487,797,6
4487,4250,1
4487,8299,1
4487,8254,1
4487,10735,3
4487,2676,1
4487,1687,12
4487,8892,1
4487,9490,1
4487,3398,2
4487,5819,1
4487,5788,2
4487,2152,1
4487,6272,1
4487,868,1
5070,2253,2
1628,8771,1
1628,3035,1
1628,3573,1
4490,1087,3
4490,4490,21
4490,7529,4
4490,2898,1
4490,5745,1
4490,7649,2
4490,4757,1
4490,7133,1
4490,8819,2
4490,4077,3
4490,880,2
4490,8125,2
4490,8824,1
4490,7142,1
4490,504,2
4490,6261,1
4490,6422,1
4490,9777,1
4490,5502,1
4490,7408,1
4490,8954,1
4490,10298,26
4490,6217,1
4490,5969,1
4490,3175,1
4490,1513,5
4490,9703,1
4490,7459,1
4490,7798,5
4490,1324,7
4490,7507,1
4490,8364,1
4490,6349,1
4490,8105,2
4490,605,3
4490,8633,1
4490,656,1
4490,10015,1
4490,4843,1
4490,361,1
4490,5265,8
4490,5947,1
4490,4579,1
4490,8114,22
4490,10410,1
4490,5224,1
4490,3209,10
4490,3405,1
4491,2677,1
4491,4299,1
4491,1757,1
4491,4515,1
4491,8273,2
4491,1682,1
4491,1012,1
4491,3070,2
4491,63,2
4491,2560,18
4491,10258,1
4491,3446,1
4491,163,1
4491,7532,3
4491,6887,1
4491,4213,1
4491,9379,1
4491,5369,1
4491,8334,2
4493,6482,1
4495,3708,1
4495,2874,1
4495,6714,1
4497,3442,1
4497,8871,9
4497,5650,3
4497,5310,1
4497,9087,1
4497,7809,3
4497,4497,1
4497,3767,1
4497,2287,1
4497,10824,1
4498,10298,1
179,7148,1
179,9974,1
5118,10886,1
4502,5124,1
4502,6916,1
4502,10403,2
4502,1682,1
4502,10473,1
4502,10765,1
4502,6544,1
4502,2560,22
4502,3593,1
4502,6210,1
4502,5593,2
4502,7693,1
4502,6887,1
4502,1693,3
4502,3537,1
4502,159,1
4502,3573,2
4502,2676,3
4504,2467,2
4505,1085,1
4505,8730,2
4505,1089,3
4505,1779,3
4505,9592,2
4505,1944,1
4505,5661,1
4505,720,1
4505,7033,1
4505,1265,1
4505,4112,2
4505,2836,1
4505,8744,1
4505,2611,3
4505,5582,2
4505,8409,1
4505,7778,2
4505,7925,1
4505,5000,1
4505,2960,5
4505,3817,2
4505,3472,1
4505,6176,4
4505,2017,1
4505,5687,1
4505,8920,10
4505,10765,13
4505,1966,1
4505,1967,4
4505,7250,4
4505,4296,1
4505,4299,1
4505,947,1
4505,1815,1
4505,4137,1
4505,1819,1
4505,6217,1
4505,1630,1
4505,6887,36
4505,7098,2
4505,8650,4
4505,41,1
4505,9457,1
4505,4487,1
4505,1648,1
4505,2325,2
4505,2822,1
4505,1985,1
4505,9056,13
4505,48,1
4505,3240,3
4505,5415,1
4505,9959,3
4505,5713,1
4505,779,2
4505,8283,1
4505,1233,1
4505,3768,1
4505,4502,3
4505,4093,5
4505,10473,6
4505,6728,1
4505,6052,2
4505,7941,1
4505,1665,8
4505,598,2
4505,10645,1
4505,7100,1
4505,9483,1
4505,3526,2
4505,8142,1
4505,5902,4
4505,2676,2
4505,6069,1
4505,4175,1
4505,6931,1
4505,9491,1
4505,3697,1
4505,8479,1
4505,3206,1
4505,5225,3
4505,820,1
4505,8151,1
4505,4032,3
4505,2201,1
4505,1864,1
4505,9161,2
4505,3668,1
4505,1543,2
4505,3550,5
4505,831,2
4505,3035,2
4505,3377,1
4505,3220,2
4505,6511,1
4505,3379,1
4505,3559,1
4505,649,3
4505,475,2
4505,3725,3
4505,8669,1
4505,4054,1
4505,7335,1
4505,2888,1
4505,5428,1
4505,7508,1
4505,10538,1
4505,6678,1
4505,5265,3
4505,10697,1
4505,7521,1
4505,5949,1
4505,9369,2
4505,2069,1
4505,10860,1
4505,1045,1
4505,6799,1
4505,7529,1
4505,5277,1
4505,3076,10
4505,9020,1
4505,1058,1
4505,8364,1
4505,7049,1
4505,5788,1
4505,9027,1
4505,3254,1
4505,504,1
4505,3425,3
4505,513,6
4505,3941,2
4505,4779,1
4505,10886,4
4505,7619,1
4505,9562,1
4505,2775,1
4505,5476,1
4505,6686,1
4505,10403,2
4505,2935,1
4505,3609,1
4505,2770,3
4505,1902,1
4505,2106,1
4505,2277,1
4505,711,1
4505,7021,1
4505,532,1
4505,8079,1
4505,8894,1
4506,5164,1
4506,5265,1
4511,5415,6
4513,653,1
4513,4725,1
4513,4112,5
4513,5426,1
4513,9863,1
4513,4310,1
4515,4712,1
4515,1649,2
4515,823,1
4515,6883,1
4515,312,1
4515,9506,1
4515,1089,1
4515,5925,2
4515,2168,1
4515,2560,11
4515,6423,1
4515,9614,2
4515,6877,1
4515,4515,1
4515,8838,2
4515,2843,2
4515,214,2
4515,5341,2
4515,10230,1
4515,8350,1
4515,9412,2
4515,6210,2
4516,4904,1
4516,8348,1
4516,5057,1
4516,406,7
4516,5232,3
4516,1985,1
4516,7148,1
4516,5763,1
4516,1403,1
4516,9974,1
4516,3593,1
4516,3831,2
4516,5238,1
4516,637,1
4516,10177,1
4516,10381,1
4516,9198,2
4518,378,1
4518,4093,1
4518,2629,1
4518,6550,1
4519,8771,5
4519,1750,1
4519,5536,1
4519,9747,2
4519,4519,1
4519,8202,1
4519,10473,8
4519,9027,6
4519,2704,1
4519,7661,3
4519,5502,4
4519,1065,2
4519,4772,2
4519,5969,1
4519,2131,1
4519,5936,1
4519,3496,1
4519,2136,5
4519,1238,2
4519,7507,4
4519,4055,2
4519,1955,2
4519,6184,4
4519,4137,1
4519,1525,1
4519,9199,1
4519,1253,1
4519,4266,3
4522,3035,1
4522,3941,3
4522,2611,1
